code,com_name,price,turnover,market_cap,pe,dividend,yearhigh,yearlow,date_update,day_priceinc,day_perceninc,downside,upside
6088,FIT HON TENG,1.78,7630000.0,12240000000.0,6.39,0.0,5.05,1.78,20/04/2020,-0.08,-4.3,0.0,1.84
1686,SUNEVISION,5.34,7620000.0,12430000000.0,24.96,26.54,6.96,5.34,20/04/2020,0.04,0.75,0.0,0.3
3709,EEKA FASHION,7.95,7560000.0,5440000000.0,10.51,26.54,10.1,7.95,20/04/2020,0.09,1.15,0.0,0.27
2098,ZALL SMARTCOM,0.8,7550000.0,9420000000.0,87.91,0.0,3.64,0.8,20/04/2020,-0.04,-4.76,0.0,3.55
108,GR PROPERTIES,1.71,7520000.0,5470000000.0,55.52,0.0,2.05,1.71,20/04/2020,0.01,0.59,0.0,0.2
142,FIRST PACIFIC,1.52,7520000.0,6600000000.0,0.0,26.54,3.41,1.52,20/04/2020,-0.01,-0.65,0.0,1.24
336,HUABAO INTL,2.88,7500000.0,8950000000.0,7.35,26.54,3.696,2.88,20/04/2020,-0.01,-0.35,0.0,0.28
1691,JS GLOBAL LIFE,6.94,7480000.0,23640000000.0,23.66,26.54,7.3,6.94,20/04/2020,-0.15,-2.12,0.0,0.05
337,GREENLAND HK,2.95,7470000.0,8230000000.0,3.07,26.54,3.67,2.95,20/04/2020,-0.02,-0.67,0.0,0.24
3613,TONGRENTANGCM,11.48,7310000.0,9600000000.0,17.28,26.54,14.789,11.48,20/04/2020,0.1,0.88,0.0,0.29
934,SINOPEC KANTONS,2.83,7080000.0,7030000000.0,5.47,26.54,3.73,2.83,20/04/2020,0.0,0.0,0.0,0.32
232,AVIC INT'L,0.106,7070000.0,986150000.0,0.0,0.0,0.28,0.106,20/04/2020,0.004,3.92,0.0,1.64
1383,SUNCITY GROUP,1.25,6960000.0,8330000000.0,0.0,0.0,2.61,1.25,20/04/2020,0.01,0.81,0.0,1.09
1967,CONFIDENCE IN,6.92,6800000.0,1730000000.0,45.59,0.0,10.0,6.92,20/04/2020,-0.08,-1.14,0.0,0.45
2877,SHINEWAY PHARM,5.77,6660000.0,4770000000.0,8.2,26.54,8.41,5.77,20/04/2020,0.03,0.52,0.0,0.46
1098,ROAD KING INFRA,11.7,6660000.0,8760000000.0,2.9,26.54,18.4,11.7,20/04/2020,-0.14,-1.18,0.0,0.57
811,XINHUA WINSHARE,5.26,6610000.0,2320000000.0,5.22,26.54,6.24,5.26,20/04/2020,-0.05,-0.94,0.0,0.19
6830,HUAZHONG IN-V,0.66,6540000.0,1160000000.0,12.67,26.54,1.57,0.66,20/04/2020,-0.01,-1.49,0.0,1.38
9919,ACTIVATION GP,0.91,6390000.0,728000000.0,16.67,0.0,1.9,0.91,20/04/2020,0.02,2.25,0.0,1.09
512,CHINAGRANDPHARM,5.03,6370000.0,16980000000.0,14.32,26.54,5.64,5.03,20/04/2020,0.05,1.0,0.0,0.12
3983,CHINA BLUECHEM,1.18,6300000.0,2080000000.0,7.06,26.54,2.9,1.18,20/04/2020,0.01,0.85,0.0,1.46
1415,COWELL,2.15,6260000.0,1780000000.0,7.83,26.54,2.5,2.15,20/04/2020,0.05,2.38,0.0,0.16
1762,WANKA ONLINE,0.64,6230000.0,831360000.0,6.68,0.0,5.86,0.64,20/04/2020,-0.01,-1.54,0.0,8.16
2868,BJ CAPITAL LAND,1.71,6220000.0,2610000000.0,3.64,26.54,3.041,1.71,20/04/2020,0.0,0.0,0.0,0.78
1035,BBI LIFE SCI,3.33,6140000.0,1860000000.0,18.97,0.0,3.4,3.33,20/04/2020,-0.01,-0.3,0.0,0.02
832,CENTRAL CHINA,4.04,6090000.0,11100000000.0,5.02,26.54,5.11,4.04,20/04/2020,-0.07,-1.7,0.0,0.26
6878,DIFFER GROUP,0.45,6050000.0,2860000000.0,7.75,0.0,0.53,0.45,20/04/2020,0.0,0.0,0.0,0.18
1468,KINGKEY FIN INT,0.285,6020000.0,1380000000.0,0.0,0.0,0.49,0.285,20/04/2020,0.0,0.0,0.0,0.72
2006,JINJIANGCAPITAL,1.38,6020000.0,1920000000.0,10.41,26.54,2.19,1.38,20/04/2020,0.01,0.73,0.0,0.59
978,CHI MER LAND,1.27,5930000.0,6220000000.0,3.17,26.54,1.44,1.27,20/04/2020,0.02,1.6,0.0,0.13
1029,IRC,0.074,5850000.0,524909999.99999994,0.0,0.0,0.245,0.074,20/04/2020,-0.001,-1.33,0.0,2.31
6826,HAOHAI BIOTEC,33.9,5830000.0,1350000000.0,13.68,26.54,61.8,33.9,20/04/2020,0.8,2.42,0.0,0.82
995,ANHUIEXPRESSWAY,3.79,5780000.0,1860000000.0,5.26,26.54,5.39,3.79,20/04/2020,0.0,0.0,0.0,0.42
1212,LIFESTYLE INT'L,6.86,5730000.0,10300000000.0,5.45,26.54,14.28,6.86,20/04/2020,-0.07,-1.01,0.0,1.08
888,BISON FINANCE,0.305,5730000.0,361380000.0,16.85,0.0,1.22,0.305,20/04/2020,0.0,0.0,0.0,3.0
1987,BENG SOON MACH,0.62,5730000.0,620000000.0,27.93,0.0,0.79,0.62,20/04/2020,0.0,0.0,0.0,0.27
1777,FANTASIA,1.44,5710000.0,8300000000.000001,8.7,26.54,1.81,1.44,20/04/2020,-0.01,-0.69,0.0,0.26
9936,XIMEI RESOURCES,2.11,5670000.0,633000000.0,6.24,0.0,2.44,2.11,20/04/2020,0.03,1.44,0.0,0.16
1300,TRIGIANT,1.44,5660000.0,2570000000.0,6.57,0.0,2.25,1.44,20/04/2020,0.03,2.13,0.0,0.56
3313,ARTGO HOLDINGS,0.106,5640000.0,334620000.0,0.0,0.0,14.96,0.106,20/04/2020,0.001,0.95,0.0,140.13
45,HK&S HOTELS,7.16,5620000.0,11700000000.0,23.52,26.54,12.18,7.16,20/04/2020,-0.11,-1.51,0.0,0.7
3336,JU TENG INTL,1.82,5580000.0,2120000000.0,11.48,26.54,2.31,1.82,20/04/2020,0.02,1.11,0.0,0.27
3601,LUDASHI,3.03,5500000.0,815070000.0,5.7,26.54,11.16,3.03,20/04/2020,-0.02,-0.66,0.0,2.68
1269,FIRST CAP GP,0.178,5480000.0,894780000.0,0.0,0.0,3.87,0.178,20/04/2020,-0.001,-0.56,0.0,20.74
856,VSTECS,3.64,5430000.0,5290000000.0,6.38,26.54,4.45,3.64,20/04/2020,0.02,0.55,0.0,0.22
1718,WAN KEI GROUP,0.61,5340000.0,585600000.0,0.0,0.0,0.83,0.61,20/04/2020,-0.01,-1.61,0.0,0.36
2866,COSCO SHIP DEV,0.82,5320000.0,3010000000.0,4.96,26.54,1.13,0.82,20/04/2020,-0.02,-2.38,0.0,0.38
607,FULLSHARE,0.116,5310000.0,2280000000.0,0.0,0.0,1.0,0.116,20/04/2020,0.001,0.87,0.0,7.62
1675,ASIAINFO TECH,10.24,5240000.0,7460000000.0,16.59,26.54,11.14,10.24,20/04/2020,-0.06,-0.58,0.0,0.09
1501,KDL MEDICAL,40.0,5220000.0,1840000000.0,46.16,26.54,43.0,40.0,20/04/2020,-0.1,-0.25,0.0,0.07
2686,AAG ENERGY,1.23,5180000.0,4170000000.0,5.38,26.54,1.61,1.23,20/04/2020,0.0,0.0,0.0,0.31
1542,TAIZHOU WATER,3.85,5130000.0,192500000.0,5.7,26.54,4.32,3.85,20/04/2020,-0.01,-0.26,0.0,0.12
1668,CHINASOUTHCITY,0.75,5100000.0,6080000000.0,1.86,26.54,1.32,0.75,20/04/2020,0.01,1.35,0.0,0.76
709,GIORDANO INT'L,1.58,5070000.0,2490000000.0,10.84,26.54,3.93,1.58,20/04/2020,0.04,2.6,0.0,1.49
932,SHUNTEN INTL,0.355,5070000.0,906990000.0,0.0,0.0,0.7,0.355,20/04/2020,0.0,0.0,0.0,0.97
3698,HUISHANG BANK,2.72,5030000.0,9460000000.0,3.19,26.54,3.45,2.72,20/04/2020,0.0,0.0,0.0,0.27
9968,HUIJING HLDGS,2.04,5000000.0,10710000000.0,13.59,26.54,2.12,2.04,20/04/2020,-0.02,-0.97,0.0,0.04
2678,TEXHONG TEXTILE,5.8,4970000.0,5300000000.0,5.42,26.54,12.28,5.8,20/04/2020,-0.02,-0.34,0.0,1.12
6198,QINGDAO PORT,4.2,4970000.0,4610000000.0,6.56,26.54,6.18,4.2,20/04/2020,-0.01,-0.24,0.0,0.47
708,EVERG HEALTH,6.15,4970000.0,53130000000.0,0.0,0.0,11.4,6.15,20/04/2020,-0.01,-0.16,0.0,0.85
2779,CH XINHUA EDU,2.17,4960000.0,3490000000.0,11.74,26.54,3.12,2.17,20/04/2020,0.02,0.93,0.0,0.44
826,TIANGONG INT'L,2.68,4950000.0,6880000000.0,15.65,26.54,3.44,2.68,20/04/2020,-0.02,-0.74,0.0,0.28
8156,SINOPHARM TECH,0.255,1050000.0,1040000000.0,0.0,0.0,0.43,0.255,20/04/2020,0.0,0.0,0.0,0.69
1600,TIAN LUN GAS,5.78,4850000.0,5770000000.0,6.65,26.54,9.88,5.78,20/04/2020,0.06,1.05,0.0,0.71
1428,BRIGHT SMART,1.02,4820000.0,1730000000.0,3.93,26.54,1.329,1.02,20/04/2020,-0.02,-1.92,0.0,0.3
286,AIDIGONG,0.45,4800000.0,1720000000.0,128.57,26.54,0.65,0.45,20/04/2020,0.01,2.27,0.0,0.44
1122,QINGLING MOTORS,1.65,4790000.0,2040000000.0,10.86,26.54,2.4,1.65,20/04/2020,0.03,1.85,0.0,0.45
2048,E-HOUSE ENT,6.64,4790000.0,9190000000.0,10.05,26.54,11.14,6.64,20/04/2020,-0.08,-1.19,0.0,0.68
323,MAANSHAN IRON,2.29,4770000.0,3960000000.0,14.3,26.54,4.17,2.29,20/04/2020,-0.04,-1.72,0.0,0.82
8510,TOPSTANDARDCORP,0.195,4760000.0,156000000.0,0.0,0.0,0.345,0.195,20/04/2020,0.0,0.0,0.0,0.77
6118,AUSTAR,4.82,4630000.0,2470000000.0,278.61,0.0,7.1,4.82,20/04/2020,0.0,0.0,0.0,0.47
1086,GOODBABY INTL,0.81,4620000.0,1350000000.0,6.68,0.0,2.33,0.81,20/04/2020,0.0,0.0,0.0,1.88
173,K. WAH INT'L,3.49,4570000.0,10900000000.0,3.46,26.54,5.04,3.49,20/04/2020,-0.04,-1.13,0.0,0.44
2708,IBO TECH,2.14,4510000.0,883870000.0,22.18,0.0,3.48,2.14,20/04/2020,0.0,0.0,0.0,0.63
1761,BABYTREE GROUP,0.97,4500000.0,1610000000.0,0.0,0.0,6.38,0.97,20/04/2020,-0.01,-1.02,0.0,5.58
1753,DUIBA,2.15,4450000.0,2310000000.0,0.0,26.54,6.8,2.15,20/04/2020,-0.1,-4.44,0.0,2.16
1859,BRIGHT CULTURE,2.08,4440000.0,3320000000.0,14.56,0.0,2.26,2.08,20/04/2020,-0.04,-1.89,0.0,0.09
245,CN MINSHENG FIN,0.098,4430000.0,3400000000.0,0.0,0.0,0.175,0.098,20/04/2020,0.0,0.0,0.0,0.79
8225,C HEALTH GP,0.89,4380000.0,883560000.0,28.43,0.0,3.91,0.89,20/04/2020,0.0,0.0,0.0,3.39
1072,DONGFANG ELEC,4.1,4310000.0,1390000000.0,9.05,26.54,7.68,4.1,20/04/2020,0.06,1.49,0.0,0.87
136,HENGTEN NET,0.076,4310000.0,5670000000.0,63.33,0.0,0.244,0.076,20/04/2020,0.001,1.33,0.0,2.21
1373,IH RETAIL,1.94,4270000.0,1400000000.0,11.68,26.54,2.43,1.94,20/04/2020,0.03,1.57,0.0,0.25
2329,GUORUI PPT,1.33,4230000.0,5910000000.0,6.3,26.54,1.91,1.33,20/04/2020,0.02,1.53,0.0,0.44
3813,POU SHENG INT'L,1.67,4230000.0,8940000000.0,9.63,0.0,2.97,1.67,20/04/2020,0.05,3.09,0.0,0.78
1498,PURAPHARM,0.76,4210000.0,300110000.0,0.0,0.0,2.588,0.76,20/04/2020,0.02,2.7,0.0,2.41
6196,BANKOFZHENGZHOU,2.19,4200000.0,3320000000.0,4.26,26.54,3.53,2.19,20/04/2020,0.0,0.0,0.0,0.61
6806,SWHY,1.95,4200000.0,4880000000.0,7.51,26.54,3.64,1.95,20/04/2020,0.0,0.0,0.0,0.87
1963,BCQ,3.92,4170000.0,6180000000.0,2.86,26.54,5.29,3.92,20/04/2020,0.01,0.26,0.0,0.35
716,SINGAMAS CONT,0.42,4160000.0,1010000000.0,0.0,26.54,1.51,0.42,20/04/2020,-0.005,-1.18,0.0,2.6
546,FUFENG GROUP,2.58,4120000.0,6530000000.0,5.28,26.54,4.39,2.58,20/04/2020,-0.02,-0.77,0.0,0.7
376,YUNFENG FIN,3.06,4080000.0,9860000000.0,38.39,0.0,5.45,3.06,20/04/2020,-0.02,-0.65,0.0,0.78
3788,CHINA HANKING,1.94,4070000.0000000005,3530000000.0,10.94,26.54,2.5,1.94,20/04/2020,-0.01,-0.51,0.0,0.29
382,EDVANTAGE GROUP,4.47,4019999.9999999995,4550000000.0,14.49,26.54,5.5,4.47,20/04/2020,0.04,0.9,0.0,0.23
30,BAN LOONG HOLD,0.25,4019999.9999999995,1610000000.0,32.89,0.0,0.39,0.25,20/04/2020,-0.005,-1.96,0.0,0.56
1745,LVJI TECH,0.87,4019999.9999999995,1220000000.0,5.45,0.0,2.11,0.87,20/04/2020,0.0,0.0,0.0,1.43
1427,CH TIANBAO GP,2.57,4019999.9999999995,2080000000.0,1.07,0.0,3.07,2.57,20/04/2020,-0.04,-1.53,0.0,0.19
3633,ZHONGYU GAS,6.1,3960000.0,16129999999.999998,36.03,26.54,9.49,6.1,20/04/2020,0.05,0.83,0.0,0.56
2011,CHINA APEX GP,2.15,3940000.0,999320000.0,0.0,26.54,2.861,2.15,20/04/2020,0.0,0.0,0.0,0.33
759,CEC INT'L HOLD,0.62,3930000.0,413030000.0,0.0,0.0,1.15,0.62,20/04/2020,-0.01,-1.59,0.0,0.85
639,SHOUGANG RES,1.5,3910000.0,7950000000.0,6.97,26.54,2.08,1.5,20/04/2020,-0.01,-0.66,0.0,0.39
139,CENTRALWEALTHGP,0.023,3900000.0,367300000.0,1.62,0.0,0.088,0.023,20/04/2020,0.001,4.55,0.0,2.83
1727,HEBEI CONS,4.85,3880000.0,2230000000.0,10.38,0.0,6.65,4.85,20/04/2020,-0.07,-1.42,0.0,0.37
326,CHINA STAR ENT,1.75,3860000.0,4740000000.0,0.0,26.54,2.05,1.75,20/04/2020,0.0,0.0,0.0,0.17
321,TEXWINCA HOLD,1.31,3850000.0,1810000000.0,5.56,26.54,3.17,1.31,20/04/2020,0.01,0.77,0.0,1.42
3868,XINYI ENERGY,2.21,3850000.0,14920000000.0,14.7,26.54,2.56,2.21,20/04/2020,0.05,2.31,0.0,0.16
1846,EUROEYES,5.85,3850000.0,1920000000.0,0.0,0.0,15.18,5.85,20/04/2020,-0.05,-0.85,0.0,1.59
256,CITYCHAMP,1.56,3840000.0,6780000000.0,152.94,0.0,1.84,1.56,20/04/2020,0.01,0.65,0.0,0.18
2360,BEST MART 360,1.93,3840000.0,1930000000.0,26.01,26.54,4.61,1.93,20/04/2020,0.03,1.58,0.0,1.39
496,KASEN,1.25,3830000.0,1860000000.0,3.92,0.0,8.41,1.25,20/04/2020,0.02,1.63,0.0,5.73
1039,FORTUNET E-COMM,0.45,3790000.0,814920000.0,0.0,0.0,0.6,0.45,20/04/2020,0.005,1.12,0.0,0.33
2727,SH ELECTRIC,2.32,3790000.0,6890000000.0,8.51,0.0,3.2,2.32,20/04/2020,0.09,4.04,0.0,0.38
1895,XINYUAN PM,2.31,3750000.0,1150000000.0,9.69,26.54,4.2,2.31,20/04/2020,0.03,1.32,0.0,0.82
1735,CENTRAL HOLDING,13.48,3750000.0,3550000000.0,0.0,0.0,13.48,13.36,20/04/2020,0.18,1.35,0.01,0.0
1848,CALC,6.86,3730000.0,4620000000.0,5.19,26.54,9.15,6.86,20/04/2020,0.09,1.33,0.0,0.33
1608,VPOWER GROUP,2.91,3720000.0,7450000000.0,26.17,26.54,3.05,2.91,20/04/2020,0.01,0.34,0.0,0.05
35,FE CONSORT INTL,2.73,3700000.0,6460000000.0,3.69,26.54,4.0,2.73,20/04/2020,-0.02,-0.73,0.0,0.47
1176,ZHUGUANG HOLD,1.05,3680000.0,7550000000.0,11.9,0.0,1.27,1.05,20/04/2020,0.0,0.0,0.0,0.21
207,JOY CITY PPT,0.63,3680000.0,8960000000.0,5.4,26.54,1.23,0.63,20/04/2020,0.0,0.0,0.0,0.95
1817,MULSANNE GROUP,5.99,3670000.0,5690000000.0,22.75,0.0,8.3,5.99,20/04/2020,0.09,1.53,0.0,0.39
1196,REALORD GROUP,4.6,3670000.0,6610000000.0,272.19,0.0,10.98,4.6,20/04/2020,-0.02,-0.43,0.0,1.39
1013,WAI CHUN GROUP,0.024,3670000.0,513380000.0,0.0,0.0,0.076,0.024,20/04/2020,0.0,0.0,0.0,2.17
2768,JIAYUAN INTL,3.12,3660000.0,12300000000.0,5.35,26.54,3.93,3.12,20/04/2020,0.0,0.0,0.0,0.26
3309,C-MER EYE,4.15,3660000.0,4380000000.0,104.8,26.54,6.1,4.15,20/04/2020,0.0,0.0,0.0,0.47
980,LIANHUA,1.51,3620000.0,562620000.0,0.0,0.0,1.91,1.51,20/04/2020,0.08,5.59,0.0,0.26
484,FORGAME,4.16,3600000.0,663010000.0,0.0,0.0,8.35,4.16,20/04/2020,0.0,0.0,0.0,1.01
2014,OZNER WATER,0.325,3590000.0,693000000.0,0.0,0.0,2.01,0.325,20/04/2020,0.0,0.0,0.0,5.18
86,SUN HUNG KAI CO,3.31,3590000.0,6600000000.0,3.17,26.54,4.03,3.31,20/04/2020,0.01,0.3,0.0,0.22
3603,XINJI SHAXI,2.93,3560000.0,4390000000.0,32.06,26.54,3.5,2.93,20/04/2020,0.0,0.0,0.0,0.19
653,BONJOUR HOLD,0.114,3540000.0,389030000.0,0.0,0.0,0.209,0.114,20/04/2020,0.0,0.0,0.0,0.83
1773,TIANLI EDU,3.39,3530000.0,7030000000.0,23.81,26.54,4.44,3.39,20/04/2020,0.05,1.5,0.0,0.31
1525,GENCH EDU,5.87,3530000.0,2430000000.0,12.85,0.0,8.98,5.87,20/04/2020,-0.03,-0.51,0.0,0.53
317,COMEC,4.95,3500000.0,2930000000.0,11.64,0.0,9.25,4.95,20/04/2020,0.01,0.2,0.0,0.87
274,C BILLION-NEW,0.25,127.5,263100000.00000003,0.0,0.0,0.9,0.25,20/04/2020,0.0,0.0,0.0,2.6
1660,ZHAOBANGJI PPT,1.43,3470000.0,8850000000.0,291.84,0.0,2.0,1.43,20/04/2020,0.02,1.42,0.0,0.4
196,HONGHUA GROUP,0.245,3460000.0,1310000000.0,11.04,0.0,0.76,0.245,20/04/2020,-0.005,-2.0,0.0,2.1
1117,CH MODERN D,0.83,3450000.0,5310000000.0,13.7,0.0,1.43,0.83,20/04/2020,0.0,0.0,0.0,0.72
1912,CONTEL,3.07,3430000.0,2450000000.0,109.25,0.0,3.47,3.07,20/04/2020,-0.01,-0.32,0.0,0.13
1223,SYMPHONY HOLD,0.92,3430000.0,2730000000.0,38.17,26.54,1.02,0.92,20/04/2020,-0.02,-2.13,0.0,0.11
3836,HARMONY AUTO,3.54,3390000.0,5570000000.0,9.52,26.54,4.55,3.54,20/04/2020,0.01,0.28,0.0,0.29
2378,PRU,100.0,3340000.0,260880000000.0,42.35,26.54,154.986,100.0,20/04/2020,3.0,3.09,0.0,0.55
6160,BEIGENE,94.4,3310000.0,94910000000.0,0.0,0.0,132.0,94.4,20/04/2020,0.2,0.21,0.0,0.4
1528,RS MACALLINE,4.94,3250000.0,3320000000.0,3.59,0.0,8.2,4.94,20/04/2020,-0.01,-0.2,0.0,0.66
498,PYI CORP,0.084,3240000.0,463640000.0,9.44,0.0,0.126,0.084,20/04/2020,0.006,7.69,0.0,0.5
297,SINOFERT,0.7,3240000.0,4910000000.0,7.33,26.54,1.03,0.7,20/04/2020,0.0,0.0,0.0,0.47
9916,XINGYE WULIAN,1.45,3240000.0,580000000.0,11.33,0.0,2.31,1.45,20/04/2020,-0.02,-1.36,0.0,0.59
2039,CIMC,6.56,3220000.0,13510000000.0,16.27,26.54,9.25,6.56,20/04/2020,0.11,1.71,0.0,0.41
400,COGOBUY,0.85,3180000.0,1210000000.0,10.11,0.0,3.15,0.85,20/04/2020,0.0,0.0,0.0,2.71
812,SWSI,0.241,3160000.0,882500000.0,0.0,0.0,0.35,0.241,20/04/2020,-0.008,-3.21,0.0,0.45
719,SHANDONG XINHUA,4.24,3160000.0,826800000.0,7.98,26.54,5.39,4.24,20/04/2020,0.05,1.19,0.0,0.27
1068,YURUN FOOD,0.61,3160000.0,1110000000.0,0.0,0.0,1.84,0.61,20/04/2020,-0.01,-1.61,0.0,2.02
1593,CHEN LIN EDU,2.26,3150000.0,2260000000.0,17.89,26.54,2.47,2.26,20/04/2020,-0.01,-0.44,0.0,0.09
590,LUK FOOK HOLD,15.94,3150000.0,9350000000.0,6.27,26.54,29.5,15.94,20/04/2020,-0.44,-2.69,0.0,0.85
1266,XIWANG STEEL,0.47,3130000.0,1110000000.0,55.29,0.0,1.57,0.47,20/04/2020,-0.01,-2.08,0.0,2.34
2989,SHOUGANG INT'L,1.45,3120000.0,10040000000.0,17.41,26.54,1.51,1.45,20/04/2020,0.02,1.4,0.0,0.04
1314,TSUI WAH HLDG,0.345,3100000.0,486870000.0,101.47,26.54,0.89,0.345,20/04/2020,0.01,2.99,0.0,1.58
1381,CANVEST ENV,3.39,3100000.0,8270000000.0,9.27,26.54,4.19,3.39,20/04/2020,-0.04,-1.17,0.0,0.24
1807,GOLDENCEN W2010,0.231,3090000.0,0.0,0.0,0.0,0.25,0.231,20/04/2020,0.0,0.0,0.0,0.08
750,SFSY ENERGY,0.58,3070000.0,1460000000.0,0.0,0.0,0.94,0.58,20/04/2020,-0.01,-1.69,0.0,0.62
3681,SINOMAB BIO-B,3.1,3050000.0,3110000000.0,0.0,0.0,7.3,3.1,20/04/2020,-0.01,-0.32,0.0,1.35
8619,WAC HOLDINGS,0.0,3050000.0,2540000000.0,0.0,0.0,3.2,0.0,18/04/2020,0.01,0.38,0.0,0.0
107,SICHUAN EXPRESS,1.87,3040000.0,1670000000.0,4.82,26.54,2.68,1.87,20/04/2020,0.01,0.54,0.0,0.43
6122,JIUTAI RCB,2.7,3020000.0,2150000000.0,9.92,26.54,3.6,2.7,20/04/2020,0.0,0.0,0.0,0.33
3878,VICON HOLDINGS,0.59,3000000.0,236000000.0,8.09,0.0,6.14,0.59,20/04/2020,-0.03,-4.84,0.0,9.41
327,PAX GLOBAL,3.32,2980000.0,3610000000.0,5.85,26.54,4.2,3.32,20/04/2020,0.16,5.06,0.0,0.27
754,HOPSON DEV HOLD,7.15,2960000.0,15910000000.0,1.68,26.54,9.75,7.15,20/04/2020,0.04,0.56,0.0,0.36
1733,E-COMMODITIES,0.21,2960000.0,638650000.0,2.05,0.0,0.58,0.21,20/04/2020,-0.004,-1.87,0.0,1.76
3798,HOMELAND ITL,3.01,2960000.0,3780000000.0,13.64,26.54,3.65,3.01,20/04/2020,0.0,0.0,0.0,0.21
398,ORIENTAL WATCH,1.68,2950000.0,958200000.0,6.94,26.54,2.219,1.68,20/04/2020,0.02,1.2,0.0,0.32
1885,CH WOOD OPT,1.96,2860000.0,1960000000.0,25.0,26.54,2.8,1.96,20/04/2020,0.02,1.03,0.0,0.43
517,COSCO SHIP INTL,2.13,2830000.0,3260000000.0,9.87,26.54,2.86,2.13,20/04/2020,0.01,0.47,0.0,0.34
982,HJ CAPITAL INTL,0.174,2830000.0,1750000000.0,435.0,0.0,0.255,0.174,20/04/2020,0.003,1.75,0.0,0.47
1569,MINSHENG EDU,1.06,2820000.0,4250000000.0,11.36,26.54,1.92,1.06,20/04/2020,0.02,1.92,0.0,0.81
1271,GRAND MING,4.48,2790000.0,3170000000.0,21.34,26.54,4.99,4.48,20/04/2020,0.0,0.0,0.0,0.11
1829,CMEC,2.16,2790000.0,1960000000.0,3.74,26.54,4.02,2.16,20/04/2020,0.01,0.47,0.0,0.86
1756,HUALI UNIV GP,2.99,2790000.0,3580000000.0,0.0,26.54,3.76,2.99,20/04/2020,0.04,1.36,0.0,0.26
518,TUNGTEX (HOLD),0.57,2750000.0,257390000.0,0.0,0.0,0.71,0.57,20/04/2020,0.0,0.0,0.0,0.25
1330,DYNAGREEN ENV,3.17,2720000.0,1280000000.0,8.07,26.54,4.13,3.17,20/04/2020,0.02,0.63,0.0,0.3
1907,CHINA RISUN GP,2.19,2710000.0,8950000000.0,5.8,26.54,3.25,2.19,20/04/2020,-0.04,-1.79,0.0,0.48
1931,IVD MEDICAL,3.08,2660000.0,4099999999.9999995,11.59,26.54,4.2,3.08,20/04/2020,0.0,0.0,0.0,0.36
951,CHAOWEI POWER,2.07,2660000.0,2280000000.0,3.73,26.54,3.76,2.07,20/04/2020,0.1,5.08,0.0,0.82
6836,TIANYUN INT'L,0.81,2640000.0,791740000.0,4.31,26.54,1.27,0.81,20/04/2020,-0.01,-1.22,0.0,0.57
2528,FW FASHION INT,1.06,2570000.0,424000000.0,8.56,26.54,1.67,1.06,20/04/2020,0.0,0.0,0.0,0.58
128,ENM HOLDINGS,0.54,2530000.0,891350000.0,19.29,0.0,0.92,0.54,20/04/2020,0.0,0.0,0.0,0.7
8140,BOSATECH,0.58,2470000.0,464000000.0,446.15,0.0,1.9,0.58,20/04/2020,0.0,0.0,0.0,2.28
1375,CC SECURITIES,1.31,2460000.0,1560000000.0,79.88,26.54,2.35,1.31,20/04/2020,0.01,0.77,0.0,0.79
511,TVB,10.88,2460000.0,4760000000.0,0.0,26.54,16.4,10.88,20/04/2020,0.22,2.06,0.0,0.51
1033,SINOPEC SSC,0.59,2410000.0,3190000000.0,10.37,0.0,1.24,0.59,20/04/2020,-0.01,-1.67,0.0,1.1
6199,BANK OF GUIZHOU,2.38,2380000.0,5230000000.0,7.6,26.54,2.49,2.38,20/04/2020,-0.05,-2.06,0.0,0.05
815,CHI SILVER GP,0.59,2310000.0,960130000.0,0.0,0.0,1.36,0.59,20/04/2020,-0.01,-1.67,0.0,1.31
305,WULING MOTORS,0.211,2300000.0,648850000.0,0.0,0.0,0.388,0.211,20/04/2020,0.0,0.0,0.0,0.84
3348,CHINA PENGFEI,1.34,2290000.0,670000000.0,6.08,26.54,1.6,1.34,20/04/2020,-0.03,-2.19,0.0,0.19
732,TRULY INT'L,0.88,2270000.0,2890000000.0,5.15,0.0,1.41,0.88,20/04/2020,0.02,2.33,0.0,0.6
2346,UNIVERSAL STAR,1.4,2260000.0,700000000.0,11.06,0.0,2.3,1.4,20/04/2020,0.02,1.45,0.0,0.64
127,CHINESE EST H,3.67,2250000.0,7000000000.0,8.86,26.54,8.88,3.67,20/04/2020,0.01,0.27,0.0,1.42
479,CIL HOLDINGS,0.013,80360.0,67620000.0,0.0,0.0,0.051,0.013,20/04/2020,0.0,0.0,0.0,2.92
2880,DALIAN PORT,0.65,2250000.0,3350000000.0,10.71,26.54,1.09,0.65,20/04/2020,0.0,0.0,0.0,0.68
589,JIANZHONG CONS,1.89,2220000.0,1180000000.0,4.54,0.0,2.31,1.89,20/04/2020,0.0,0.0,0.0,0.22
8418,OPTIMA AUTO,0.8,2210000.0,680000000.0,0.0,0.0,2.79,0.8,20/04/2020,0.04,5.26,0.0,2.49
906,COFCO PACKAGING,2.56,2170000.0,2940000000.0,9.01,26.54,3.52,2.56,20/04/2020,-0.01,-0.39,0.0,0.38
1084,GF HYDROCOLLOID,1.16,2170000.0,928000000.0,7.97,26.54,1.78,1.16,20/04/2020,0.0,0.0,0.0,0.53
1665,PENTAMASTER,1.48,2160000.0,2360000000.0,9.77,26.54,2.43,1.48,20/04/2020,-0.01,-0.67,0.0,0.64
